"This class will explore a variety of jazz styles and time periods. Skills in tone production, intonation, technique, music reading and musical expression will be studied within the big band and combo repertoire. Improvisational techniques will be expanded. Attendance at evening concerts, festivals, community events and rehearsals will be required as scheduled.",10 credits/year,"AHS,MSJHS",Arts,"10,11,12",f,Jazz Band 2,"Jazz Ensemble 1, audition; Concurrent enrollment in Band 1, 2, Advanced Band 1, 2, 3 or Orchestra 1, 2, 3, 4.",Rehearsals times are determined by school site and variable unit credit may be given.,,60207
"This class will explore a variety of jazz styles and time periods. Skills in tone production, intonation, technique, music reading and musical expression will be studied within the big band and combo repertoire. Improvisational techniques will be expanded. Attendance at evening concerts, festivals, community events and rehearsals will be required as scheduled.",10 credits/year,"AHS,MSJHS",Arts,"11,12",f,Jazz Band 3,"Jazz Ensemble 2, audition; Concurrent enrollment in Band 1, 2, Advanced Band 1, 2, 3 or Orchestra 1, 2, 3, 4.",Rehearsals times are determined by school site and variable unit credit may be given.,,60208
"This class will explore a variety of jazz styles and time periods. Skills in tone production, intonation, technique, music reading and musical expression will be studied within the big band and combo repertoire. Improvisational techniques will be expanded. Attendance at evening concerts, festivals, community events and rehearsals will be required as scheduled.",10 credits/year,"AHS,MSJHS",Arts,12,f,Jazz Band 4,"Jazz Ensemble 13 audition; Concurrent enrollment in Band 1, 2, Advanced Band 1, 2, 3 or Orchestra 1, 2, 3, 4.",Rehearsals times are determined by school site and variable unit credit may be given.,,60209
"Students with experience in playing the violin, viola, cello and string bass will improve instrumental, musical, listening skills, and music theory studies. Skills in tone production, intonation, technique, music reading and musical expression will be studied within the string and symphonic repertoire. Activities include concerts, contests, small ensemble works and the spring musical. Attendance at evening concerts, community events, musicals and rehearsals will be required as scheduled.",10 credits/year,"AHS,MSJHS",Arts,"9,10,11,12",f,Orchestra 1,Previous string experience.,,,60212
"Students with experience in playing the violin, viola, cello and string bass will improve instrumental, musical, listening skills, and music theory studies. Skills in tone production, intonation, technique, music reading and musical expression will be studied within the string and symphonic repertoire. Activities include concerts, contests, small ensemble works and the spring musical. Attendance at evening concerts, community events, musicals and rehearsals will be required as scheduled.",10 credits/year,MSJHS,Arts,"9,10,11,12",f,Orchestra 2,"Orchestra 1, audition, director’s approval.",May be repeated for credit,,60213
"Students with experience in playing the violin, viola, cello and string bass will improve instrumental, musical, listening skills, and music theory studies. Skills in tone production, intonation, technique, music reading and musical expression at an advanced level will be studied within the string and symphonic repertoire. Activities include concerts, contests, small ensemble works and the spring musical. Attendance at evening concerts, community events, musicals and rehearsals will be required as scheduled.",10 credits/year,MSJHS,Arts,"9,10,11,12",f,Orchestra 3,"Orchestra 2, audition, director’s approval.",May be repeated for credit,,60214
"Students with experience in playing the violin, viola, cello and string bass will improve instrumental, musical, listening skills, and music theory studies. Skills in tone production, intonation, technique, music reading and musical expression will be studied within the string and symphonic repertoire. Activities include concerts, contests, small ensemble works and the spring musical. Attendance at evening concerts, community events, musicals and rehearsals will be required as scheduled.",10 credits/year,MSJHS,Arts,"9,10,11,12",f,Orchestra 4,"Orchestra 3, audition, director’s approval.",May be repeated for credit,,60215
"This ensemble, consisting of woodwind, brass, and percussion players, is designed for the most advanced and motivated student musicians on campus. Since these students will have advanced technical skills as a prerequisite for the class, the curricular focus will be on artistic and soloistic expression. In addition to full ensemble playing, a great deal of time will be spent in chamber ensembles.",10 credits/year,"IHS,MSJHS,WHS",Arts,"11,12",f,Wind Ensemble,Teacher approval  ,May be repeated for credit,,60217
"This course provides instruction for the beginning guitar player. Emphasis will be on reading and playing chords, basic strumming and accompaniment techniques. More advanced students will develop chord skills; refine right and left hand skills, and soloing techniques.",10 credits/year,"AHS,IHS,WHS",Arts,"9,10,11,12",f,Guitar 1,None,,,60221
"Students will develop advanced chord skills; further refine right and left-hand skills, and soloing techniques.",10 credits/year,"AHS,IHS",Arts,"10,11,12",f,Guitar 2,Guitar 1 or permission of guitar teacher.,,,60222
"Choir 1 is a course designed for students who wish to improve their singing skills, including sight reading, ear training, and vocal technique. A variety of musical styles will be performed, including popular and classical forms. Note: Outside performances are required in this class. ",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",Arts,"9,10,11,12",f,Choir 1,None,May be repeated for credit,,60310
This course is designed for students who have successfully completed Choir 1 or have previous instructor recommendation and who would like to continue to build on their foundational skills. Outside performances are required in this class. and who would like to continue singing. ,10 credits/year,"AHS,KHS,IHS,MSJHS,WHS",Arts,"9,10,11,12",f,Choir 2,Teacher approval,May be repeated for credit,,60311
"Chamber Chorale is an advanced vocal ensemble which studies a variety of choral music in great detail. Sight reading and listening (ear training) will be emphasized, as well as good vocal technique. Outside performances and rehearsals are required. Outside performances will be required.",10 credits/year,"IHS,KHS,MSJHS",Arts,"9,10,11,12",f,Chamber Chorale,Teacher's approval.,May be repeated for credit,,60312
This course is designed for students who have successfully completed Chamber Charole and who would like to continue singing. Outside performances are required in this class. ,10 credits/year,MSJHS,Arts,"10,11,12",f,Chamber Chorale 2,Teacher’s approval.,May be repeated for credit,,60214
This course is an advanced vocal ensemble which focuses on choral music for treble voices. Sight reading and listening (ear training) will be emphasized as well as good vocal technique. Outside performances and rehearsals are required.,10 credits/year,IHS,Arts,"9,10,11,12",f,Treble Ensemble,Teacher’s approval by audition,May be repeated for credit,,60215
This course encourages students to develop their vocal skills utilizing the materials of musical theatre. They will be required to sing solos and in small and large ensembles. Students will research and present the work of major musical theatre composers. Students will also rehearse and prepare for upcoming productions.,10 credits/year,MSJHS,Arts,"9,10,11,12",n/a,Musical Theatre Vocal Workshop,None,,,60320
"Musical experience and teacher interview. This class leads to an aural and visual understanding of musical structure including compositional procedures, part writing, basic harmony and chorale structure. It also emphasizes melodic and harmonic dictation and sight singing. It is designed to prepare students to take the AP Music Theory exam. ",10 credits/year,"IHS,MSJHS,WHS",Arts,"10,11,12",f,AP Music Theory,Musical experience and teacher interview.,Advanced Placement (AP) classes are college level classes and not subject to the Homework Board policy guidelines. A fee is involved to take the AP Exam. ,,60321
"This course is designed for students who play a band instrument and are interested in the total range of band music and activities. Students will improve instrumental skills as well as acquire skills in precision teamwork, body carriage, musicianship, and showmanship. This course counts as P.E. credit, and may be repeated each fall semester. Students who are flag team members, majorettes or other band auxiliary must enroll. If using this course for P.E. credit, the “f” credit for CSU/UC does not apply.",5 credits/semester,"AHS,IHS,MSJHS,WHS",Arts,"9,10,11,12",f,Marching Band,None,"If using this course for P.E. credit, the “f” credit for CSU/UC does not apply.",,60325
"Drama 1 provides the student with a basic background in theatrical principles, with emphasis on stage voice and movement, scene and monologue work, pantomime, improvisation, acting technique, and stage terminology.Students must be prepared to perform in a major project in both the fall and spring semesters. Significant extra time can be expected",10 credits/year,"AHS,IHS,KHS,WHS",Arts,"9,10,11,12",f,Drama 1,None,,,60410
"This class is designed as a continuation of Drama 1 for students who wish to study various acting styles and design techniques. There will be a strong emphasis on classical and/or improvisation styles, monologues, and scene performance, as well as play writing. Students will participate in outside theater competitions and are required to attend drama productions periodically throughout the year. Students will study Commedia Del Arte’, Shakespeare, Contemporary Realism, Acting for the Camera and other styles, with memorized scene and/or monologue work in each. The class will perform in a One Act Play in the spring semester. ",10 credits/year,"AHS,IHS,KHS,WHS",Arts,"9,10,11,12",f,Drama 2,C or higher in Drama 1,Ohlone credit may be offered.,,60411
"This class is designed as a continuation of Drama 2 for students who wish to study various acting styles and design techniques from a director’s viewpoint. There will be strong emphasis on classical and/or historical styles, including monologues, scene performance, and full play production; as well as directing for film and play writing. A donation will cover the cost of items such as scripts, costumes, rights and royalties, lighting, scenery, make-up, transportation, entrance fees, and supplies. Students are encouraged and may be required to participate in outside theater competitions, attend drama productions periodically throughout the year, and compete in several drama festivals in the spring. Outside rehearsals and performances may also be required. ",10 credits/year,"AHS,IHS,KHS,WHS",Arts,"10,11,12",f,Drama 3,C or higher in Drama 2 or teacher approval by audition,May be repeated for credit.  Ohlone credit may be offered.,,60412
"This is a class for students who have a strong interest and ability in drama. Advanced study in theater acting styles, directing, mime, stage movement, and musical theater, will be explored.Preparation for college and professional auditions will be emphasized. Spring semester students also compete in several drama festivals which include a three-day trip to Sacramento and a five-day trip to Southern California for annual drama festivals.",10 credits/year,"AHS,IHS,WHS",Arts,"10,11,12",f,Drama 4,Teacher approval by audition,Ohlone credit may be offered.,,60413
Each semester students will audition for a part in a school play. Those students selected for parts may enroll in Rehearsal & Performance to earn unit credit for their play participation. Students will study acting techniques through actual performances. Outside rehearsals and performances are required.,5 credits/semester,IHS,Arts,"9,10,11,12",f,Rehearsal and Performance,Teacher’s approval by audition,May be repeated for credit. Dual enrollment with Ohlone College,,60415
"Play production offers many opportunities for both backstage and auditorium management. Students in this class will assist in all production procedures, including costuming, property management, publicity, business management, and stage crew work. In short, students will “crew” a show. Outside rehearsals are required.",10 credits/year,"IHS,KHS",Arts,"9,10,11,12",f,Production and Stage Craft,None,Outside rehearsals are required. May be repeated for credit. Dual enrollemnt with Ohlone College.,,60416
"Students will study the basic aspects and qualities of the art of dance. Different styles of dance will be taught: Jazz, ballet, contemporary, ballroom ,modern and culturally responsive dances. Activities will involve principles of improvisations of choreographed routines; researching period dances; and study techniques of different choreographers, dance groups, and musical productions. If class composition permits, a dance recital will be produced in the spring semester. Sections will be divided by experience and ski ll level if there is sufficient enrollment. Dance shoes and costumes may be needed. Outside rehearsals are required. ",10 credits/year,"AHS,IHS",Arts,"9,10,11,12",f,Dance 1,None,,,60419
"The class will, through movement and research, explore the historical significance, cultural background, and ethnic relevance of American social dance. We will concentrate specifically on the social dances of the 20th century, not to exclude the experience of other forms of dance such as ballet, jazz, folk, theatrical, and modern. ",10 credits/year,"AHS,IHS",Arts,"10,11,12",f,Dance 2,Completion of Dance 1,May be repeated for credit,,60420
"In the Art 1 course students will explore various media used in drawing, painting, sculpting, printmaking, and other two and/or three dimensional art forms. The basics of design and composition will be studied, including space, line, shape, form, texture, and color. Art from various cultures will be presented. ",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",Arts,"9,10,11,12",f,Art 1,None,Lab donation may be requested.,,60600
"Two Dimensional Designs. Students will further their knowledge of design and composition, and deepen their appreciation of art as they develop skills in painting, sculpture, printmaking, and drawing techniques.",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",Arts,"10,11,12",f,Art 2,C or higher in Art 1 or with previous art teacher’s recommendation,Lab donation may be requested.,,60601
" Students will further their knowledge and appreciation of the art techniques used by Rembrandt and the Flemish masters through use of glazing techniques and undercoating in paint, (acrylic & oil). Advanced techniques in 3rd dimensional art/sculpture will be covered in the second half of the year. Material may include clay, with use of armatures and assemblage using soldering, wire & metal. Advanced techniques of ink illustration and mixed media will also be covered. ",10 credits/year,"AHS,KHS,MSJHS",Arts,"11,12",f,Art 3,C grade or higher in Art 2 or with previous art teacher’s recommendation.,,,60602
" Students will further their knowledge of and their appreciation of art. Emphasis will be on three-dimensional projects and may include advanced sculpture, ceramics (clay), stained glass, oil and water-based painting, illustration and other advanced art techniques. ",10 credits/year,AHS,Arts,12,f,Art 4,"Successful completion of Art 1, 2 or 3 with a B grade or better or with previous art teacher’s recommendation.",Lab donation may be requested.,,60603
"This ceramics course will cover the basic hand building method, wheel method, and decorative techniques. Creative design and individual expression will be emphasized through functional and nonfunctional projects. Students will gain an appreciation of historical and contemporary ceramics. Ceramics may be repeated for credit. ",10 credits/year,"KHS,WHS",Arts,"9,10,11,12",f,Ceramics 1,None,Lab donation may be requested.,,60610
This ceramics course will be a continuation of Ceramics 1. Students will further their knowledge and expertise in both hand building and throwing techniques and explore a variety of glazing techniques. Emphasis will be on advanced techniques in construction and glazing. Lab donation may be suggested. ,10 credits/year,"KHS,WHS",Arts,"10,11,12",f,Ceramics 2,Successful completion of Ceramics 1 or teacher’s approval.,,,60611
"Students who enjoyed creating papier-mâché and ceramic sculpture in Art 1 can further develop their sculpting skills. Clay, plaster, wire, and papier-mâché are some of the materials used. This course includes an introduction to the potter’s wheel and will require both a gallery tour and review.",10 credits/year,"IHS,KHS,MSJHS",Arts,"9,10,11,12",f,Sculpture and Ceramics,None,Lab donation may be requested.,,60612
"Sculpture 2 is designed for the second year sculpture student. Students will further their knowledge of three-dimensional art through a rich study in both observational and conceptual projects. Students will participate in a wide range of experiences including research, field studies and critiques. Students will study plaster, clay, wire, papier-mâché and found objects as sculptural materials.  ",10 credits/year,IHS,Arts,"10,11,12",f,Sculpture 2,Sculpture and Ceramics,Lab donation may be requested.,,60614
"The study of digital photography encourages conceptual thinking and creativity. Explore hands-on digital photography fundamentals to include: Adobe Photoshop, lighting, set design, studio configuration, camera operation, software interfaces, color management, photo editing, and compositing.   ",10 credits/year,KHS,Arts,"9,10,11,12",f,Digital Photography 1,None,,,60620
"This course is designed to provide students with a solid grounding in digital photographic essentials focusing on the power of contemporary software tools such as Adobe Photoshop. Students will have hands-on access to the latest photographic equipment. Instruction covers digital photography essentials, lighting, set design, studio configuration, lighting, field issues, camera operation, software interfaces, and color management.",10 credits/year,"AHS,IHS,MSJHS",Arts,"9,10,11,12",f,Digital Photography 1,None,This is a DECA approved class at IHS. MVROP class taught at the school site. Mission College or Ohlone College credit awarded with grade of A or B,,74200
"The study of digital photography encourages conceptual thinking and creativity. Explore hands-on digital photography fundamentals to include: Adobe Photoshop, lighting, set design, studio configuration, camera operation, software interfaces, color management, photo editing, and compositing.",10 credits/year,"AHS,KHS",Arts,"10,11,12",f,Digital Photography 2,None,,,60621
"This course is designed to provide students with a solid grounding in digital photographic essentials focusing on the power of contemporary software tools such as Adobe Photoshop. Students will have hands-on access to the latest photographic equipment. Instruction covers digital photography essentials, lighting, set design, studio configuration, lighting, field issues, camera operation, software interfaces, and color management.",10 credits/year,"AHS,IHS",Arts,"10,11,12",f,Digital Photography 2,Completion of Digital Photography 1,MVROP class taught at the school site.,,74201
This course is designed to provide experience in wet lab and digital. Students will critique work and exhibit finished products. Students may visit galleries and museums.,10 credits/year,KHS,Arts,"10,11,12",f,Digital Photography 3,C or higher in Digital Photo 1 and 2 better or teacher's approval; and access to 35 mm camera.,,,60622
This course is designed to provide experience in wet lab and digital. Students will critique work and exhibit finished products. Students may visit galleries and museums.,10 credits/year,IHS,Arts,"10,11,12",f,Digital Photography 3,C or higher in Digital Photo 1 and 2 better or teacher's approval; and access to 35 mm camera.,,,74202
"Digital Imaging is a largely project-based class. Instruction focuses on both the fine arts and the applied arts (mainly graphic design); topics covered include, but are not limited to: the elements and principles of design, basic rules of composition, photo-editing, the design process, art history, basic advertising, typography, and illustration. Students create artwork and design pieces using software programs that are the industry standards for 2D design such as a Photoshop, Illustrator and/or InDesign. ",10 credits/year,"KHS,MSJHS,WHS",Arts,"9,10,11,12",f,Digital Imaging 1,None,Lab donation may be requested.,,60626
"Students use digital tools and technologies as art and design mediums to visually articulate thoughts, ideas, and experiences. Technologies include digital painting, drawing, illustrating and graphic design.",10 credits/year,"IHS,MSJHS",Arts,"9,10,11,12",f,Digital Imaging 1,None,MVROP class taught at the school site. Ohlone College credit awarded.,,74240
"This class builds on the foundations covered in Digital Imaging 1 with the continued use of Adobe Photoshop and/or Bryce, a threedimensional rendering program. Topics will include: Study of Principles of Design and Elements of Art, Student designed projects and criteria. Emphasis of student work will be on Art History and multicultural influences. Discussion and creation of web page design and exploration of multimedia presentations will be covered. ",10 credits/year,"KHS,WHS",Arts,"10,11,12",f,Digital Imaging 2,Digital Imaging 1 or previous instructor’s recommendation.,Lab donation may be requested.,,60627
"Studio Art is designed for the self-directed advanced student. This course provides an opportunity for self-directed in-depth study. The student, with instructor advisement, defines and clarifies course parameters and learning objectives. The student is required to exhibit at least a one-week display of his/her artwork in June. Course is designed to prepare the student for Advanced Placement Art and Design.",10 credits/year,"AHS,IHS,WHS",Arts,"11,12",f,Studio Art,"C or higher in  Art 1, Art 2, Sculpture and Ceramics 1 or Sculpture 2 with art teacher’s review/recommendation OR with art teacher’s portfolio review/recommendation and demonstrated ability for self-directed learning and work habits.
",Repeatable for credit.,,60630
The Advanced Placement Art courses enable highly motivated students to perform at the college level while still in high school. Students spend the year developing their portfolio in and outside of class. This portfolio is viewed as the culminating experience in a student’s secondary school visual arts training. It serves as a performance-based exam offered by the College Board. They will have the ultimate decision on whether or not college credit is received.,10 credits/year,"IHS,KHS,MSJHS,WHS",Arts,"11,12",f,AP 2-D Art and Design,"C or higher in Art 1, Art 2, Sculpture and Ceramics 1 or Sculpture 2 with art teacher’s review/recommendation OR with art teacher’s portfolio review/recommendation and demonstrated ability for self-directed learning and work habits.
",Students who seek AP credit will be required to pay an application fee for the test. Advanced Placement (AP) classes are college level classes. ,,60634
The Advanced Placement Art courses enable highly motivated students to perform at the college level while still in high school. Students spend the year developing their portfolio in and outside of class. This portfolio is viewed as the culminating experience in a student’s secondary school visual arts training. It serves as a performance-based exam offered by the College Board. They will have the ultimate decision on whether or not college credit is received. ,10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",Arts,"11,12",f,AP Drawing,"C or higher in Art 1, Art 2, Sculpture and Ceramics 1 or Sculpture 2 with art teacher’s review/recommendation OR with art teacher’s portfolio review/recommendation and demonstrated ability for self-directed learning and work habits.
",Students who seek AP credit will be required to pay an application fee for the test. Advanced Placement (AP) classes are college level classes. ,,60635
The Advanced Placement Art courses enable highly motivated students to perform at the college level while still in high school. Students spend the year developing their portfolio in and outside of class. This portfolio is viewed as the culminating experience in a student’s secondary school visual arts training. It serves as a performance-based exam offered by the College Board. They will have the ultimate decision on whether or not college credit is received. ,10 credits/year,"IHS,KHS,MSJHS,WHS",Arts,"11,12",f,AP 3-D Art and Design,"C or higher in Art 1, Art 2, Sculpture and Ceramics 1 or Sculpture 2 with art teacher’s review/recommendation OR with art teacher’s portfolio review/recommendation and demonstrated ability for self-directed learning and work habits.
",tudents who seek AP credit will be required to pay an application fee for the test. Advanced Placement (AP) classes are college level classes. ,,60636
"This course is equivalent to a two-semester introductory college course that explores such topics as the nature of art, making of art, and responses to art. Students investigate a specific set of 250 works within ten content areas ranging from Global Prehistory (beginning 30,000 BCE) to Global Contemporary (present). ",10 credits/year,"AHS,IHS",Arts,"11,12",f,AP Art History,None,Advanced Placement (AP) classes are college level classes.,,60637
"Architecture students learn the essentials of buildings. Units of study include: concept form and function, floor and elevation drawing, model construction, site and landscape plans, and interior design. This is a College Preparation course, designed for the college-bound student. Lab donation may be suggested. ",10 credits/year,AHS,Arts,"9,10,11,12",f,Architectural Design 1,None,Ohlone credit may be offered.,,60700
"Architectural Design 2 is designed for the second year advanced architecture student. In addition to building upon the foundation of Architectural Design 1, Architectural Design 2 students will study designs of commercial structures, city planning, the effects of light with structures, the Uniform Building Code, site analysis, and career paths. This study will be achieved through research papers, design drawings and models, oral presentations/critiques, and field study. Architectural Design 2 students are expected to work at an advanced level and accelerated pace. ",10 credits/year,AHS,Arts,"10,11,12",f,Architectural Design 2,Architectural Design 1,Ohlone credit may be offered.,,60701
"Architectural Design 3 is designed for the third year advanced architecture student. In addition to building upon the foundations of Architectural Design 2, Architectural Design 3 students will study tenant improvement, residential communities, and proportioning systems. This study will be achieved through research papers, design drawings and models, oral presentations/critiques, and field study. Architectural Design 3 students are expected to work at an advanced level and accelerated pace. ",10 credits/year,AHS,Arts,"11,12",f,Architectural Design 3,Architectural Design 2,Ohlone credit may be offered.,,60702
"Architectural Design 4 is designed for the fourth year advanced architecture student. In addition to building upon the foundations of Architectural Design 1, Architectural Design 2, and Architectural Design 3, Architectural Design 4 students will study organic design, geometric design, ecological design, and landscape architecture. This study will be achieved through research papers, design drawings and models, oral presentations/critiques, and field study. Architectural Design 4 students are expected to work at an advanced level and accelerated pace. ",10 credits/year,AHS,Arts,12,f,Architectural Design 4,Architectural Design 3,Ohlone credit may be offered.,,60703
"This course is an introductory course, which develop students’ problem skills, with emphasis placed upon the concept of developing 3- D models or solid rendering of an object. Engineering careers and educational preparation will be researched. This course is the first in a sequence of three engineering courses. ",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",Arts,"9,10,11,12",f,Introduction to Design,None,, ,73007
"Video production including camera work, editing, audio engineering, and the production process of short fiction, documentary, commercial and “live TV”; analyze film and television scenes and sequences, develop production management skills. ",10 credits/year,WHS,Arts,"11,12",f,Digital Video Arts Production 1,"Recommend prior class in fine arts, computer applications or digital graphics.",,,73033
"Advanced video production including leading production teams, teaching and assisting with camera work, editing, and the production process of short fiction, documentary, commercial and “live TV”; analyze film scenes and sequences, develop production management skills, serve as Executive Producer for episodes of WHTV ",10 credits/year,WHS,Arts,12,f,Digital Video Arts Production 2,Sucessful completion of DVAP 1,,,73034
"Explore web design as you incorporate graphics, sound, movies, and animation into HTML/CSS built websites. Students will learn all phases of the design process from the idea state, through planning, production and testing while creating original web sites",10 credits/year,WHS,Arts,"10,11,12",f,Web Design,None,This is a DECA approved class. Dual credit with Ohlone College.,,73205
"Students learn the creative process for producing 2-dimensional digital animations. Students write short stories, draw sketches and storyboards; develop original characters, backgrounds and objects on two-dimensional software, to finally produce short animations. ",10 credits/year,AHS,Arts,"9,10,11,12",f,2-D Animation,None,MVROP class taught at the school site. Ohlone College credit awarded with grade of A or B,,74005
"Learn to create 3D interactive games, simulations using 3DS Max, Unreal 4, and 2D game engines. Students will develop skills in level design, modeling, character design, animation, and scripting.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Arts,"11,12",f,Computer Animation 1,None,This course is offered at the MVROP site and is 2 periods in length. Transportation from the high schools to MVROP is available. Ohlone College credit awarded,,74126
"Learn to create 3D interactive games, simulations using 3DS Max, Unreal 4, and 2D game engines. Students will develop skills in level design, modeling, character design, animation, and scripting.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Arts,12,f,Computer Animation 2,Completion of Computer Animation 1,This course is offered at the MVROP site and is 2 periods in length. Transportation from the high schools to MVROP is available.,,74127
"Video production including camera work, editing and the production process of short fiction, documentary, commercial and “live TV”; analyze film scenes and sequences, develop production management skills. Produce videos from script writing to final edit.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Arts,"11,12",f,Digital Video Arts Productions 1,"Fine arts, computer applications or digital graphics class recommended.",This course is offered at the MVROP site and is 2 periods in length. Transportation from the high schools to MVROP is available.,,74230
"Video production including camera work, editing and the production process of short fiction, documentary, commercial and “live TV”; analyze film scenes and sequences, develop production management skills. Produce videos from script writing to final edit.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Arts,12,f,Digital Video Arts Productions 2,Completion of Digital Video Arts Production 1,This course is offered at the MVROP site and is 2 periods in length.. Transportation from the high schools to MVROP is available.,,74231
"Learn to create 3D interactive games, simulations, and mobile applications using 3DS Max, Unreal 3 and Photoshop. Students will develop skills in level design, modeling, digital sculpting, character design, programming, animation and scripting.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Arts,"11,12",f,Game Design/Interactive Media Arts,None,This course is offered at the MVROP site and is 2 periods in length. Transportation from the high schools to MVROP is available. Ohlone College credit awarded,,74350
"Learn about synthesizers and making music with MIDI in Digital Audio Workstations including Pro Tools, Cubase, and Adobe Audition. Recording, editing and mixing techniques are developed, as well as an introduction to acoustics. Students explore career and college pathways in the music industry.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Arts,"11,12",f,Music Production,None,This course is offered at the MVROP site and is 2 periods in length. Transportation from the high schools to MVROP is available.,,74284
"This hands-on production course teaches desktop publishing skills, including layout design, graphic design, copy writing, typesetting, editing, proofreading, and photography in relation to scholastic yearbook publishing. Spending time outside of class and meeting all deadlines are required. Publications 1 provides a good foundation for careers in publishing and photography.",10 credits/year,WHS,Arts,"10,11,12",f,Publications 1,B or better in English and approval of advisor.,,,
 This course not only offers advanced study of scholastic yearbook production but also presents opportunities for editorships and staff leadership. This course provides a good foundation for careers in publishing and photography. Significant extra time can be expected ,10 credits/year,WHS,Arts,"11,12",f,Publications 2,B or better in Publications 1 and completion of application process.,,,13022
,,,,,,,,,,13020
"Health is a one-semester course designed to complete the health and safety requirements for graduation. This course is required for ninth-grade students. The Board of Education approved a semester Health course for your child with the goal of promoting wholesome attitudes toward his/her own health, both physical and mental, and that the information received by the student will help him/her make intelligent decisions about life long health habits. Our one semester 9th grade Health course requirement includes the following four units: 1. Mental and Emotional Health 2. Use and Misuse of Chemical Substances 3. Nutrition, Fitness and Personal Health 4. Family, Life, and Sexual Health (Including Human reproduction, sexually transmitted diseases and HIV/AIDS Prevention Education) Refer to the course outline handout of the board adopted health curriculum. Imbedded in these courses of study are lessons on First Aid/Emergency Care/CPR, Disease & Disorders, scaffolded with an overarching framework of team building focus on wellness, balance and equity. FUSD uses the Holt Lifetime Health textbook and materials from the Rights, Respect, Responsibility (3Rs) curriculum within a Project Based Learning model which addresses CA State Standards. This program complies with Education Code. The Board of Education recognizes that Education Code 51240 states that “if any part of a school’s instruction in health conf licts with the religious training and beliefs of a parent or guardian of a pupil, the pupil, upon written request of the parent or guardian, shall be excused from the part of the instruction that conflicts with the religious training and beliefs.” Also, Education Code 51938 states “a parent or guardian of a pupil has the right to excuse their child from all or part of comprehensive sexual health education, HIV/AIDS prevention education, and assessments related to that education.",5 credits/semester,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Health Education,"9,10,11,12",g,Health,None,"Questions about these program choices may be directed to the high school guidance staff, Health Department chairperson or school administration.",,71000
,,,,,,,,,,
"This class is intended for those students who have not yet mastered 8th grade standards in Common Core Math 3. This course is designed to provide students with a strong mathematical foundation to meet 8th grade Common Core math standards. Areas of focus include (1) formulating and reasoning about expressions and equations, including modeling an association in bivariate data with a linear equation, and solving linear equations and systems of linear equations; (2) grasping the concept of a function and using functions to describe quantitative relationship; and (3) analyzing two- and three- dimensional space and figures using distance, angle, similarity, and congruence, and understanding and applying the Pythagorean Theorem. Successful completion of this course will prepare students for Common Core Algebra 1.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Math,9,n/a,Common Core Math 3 ,None,,,20800
"Concurrent enrollment in Common Core Math 3. This course is designed to meet the needs of students who want/need additional Algebra support to be successful in Algebra I or its equivalent. The course will focus on an in depth review of specific skills to support the Algebra I curriculum. Class may include individualized, computerized instruction and assessment. The class does not earn mathematics credit, nor meet a-g requirements. The class may be repeated.",5 credits/semester,"KHS,WHS",Math,"9,10,11",n/a,Common Core Math 3 Skills Support,Concurrent enrollment in Common Core Math 3.,May be repeated for credit,,20915
"Algebra I will focus on four critical areas: (1) deepen and extend understanding of linear and exponential relationships; (2) contrast linear and exponential relationships with each other and engage in methods for analyzing, solving, and using quadratic functions; (3) extend the laws of exponents to square and cube roots; and (4) summarize, represent, and interpret categorical and quantitative data that exhibit a linear trend. ",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Math,"10,9,11,12",c,Common Core Algebra 1,C- or higher in both semesters of CC Math 3,Algebra 1 is a state graduation requirement. May be repeated once with elective credit granted after 10 math credits.,,20900
"This course prepares students to be financially literate. Students will experience the “financial game of life”. Course includes understanding gross versus net pay, standard deductions, taxation, account balancing, purchasing items using loans (house, car), renting, leasing, credit (revolving and installment), tax preparation, budgeting and retirement planning.",10 credits/year,"AHS,KHS,Vista,WHS",Math,"11,12",g,Personal Finance,None,This is a DECA approved class at WHS.,,20903
"This is a one-year application course covering basic math functions. Many formulas used in business including theory, drill, practice and personal finance management are covered. This course applies math to solve personal and business-related math problems. ",10 credits/year,"AHS,KHS,RHS,WHS",Math,"11,12",g,Business Math,None,A calculator will be used.,,21241
