Image URL,Description,Credits,School,Subject,Grade(s) Avail.,CSU - UC Req.,Course Title Search,Prerequisite,Footnote,High School Course Catalog,Course Code,English | español | 中文,Course Notes,ROP at Site,
https://fremontusd.com/catalog-images/science-tree.png,"During the First semester in Honors Medical Interventions, students learn about: immunology, cancer biology, surgery, genetics, pharmacology, medical devices, and diagnostics. During the Second semester in Honors Biomedical Innovation, students learn about: public health, biomedical engineering, clinical medicine, and physiology. Students earn CPR certification and have the opportunity for work-related experience.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Science,"11,12",d,PLTW Medical Interventions Honors/Biomedical Innovation Honors,4 years of high school science or completion of Principles of BioMedical Science/Human Body Systems.,This course is offered at the MVROP site and is 2 periods in length. Transportation from the high schools to MVROP is available.MVROP Course taught at the school site.  Ohlone College Credit awarded. MVROP Course taught at the school site.  Ohlone College Credit awarded.Ohlone College credit awarded for Biomed Innov. Honors,,74222,English,,,
https://fremontusd.com/catalog-images/science-tree.png,"During the First semester in Principles of Biomedical Science, students learn about: human physiology, immunology, microbiology, medicine, and research processes. During the second semester in Human Body Systems, students examine the interactions of human body systems and take on the roles of biomedical professionals.",20 credits/year,"AHS,IHS,KHS,MSJHS,MVROP,RHS,Vista,WHS",Science,"11,12",d,PLTW Principles of BioMedical Science/Human Body Systems,None,This course is offered at the MVROP site. Transportation from the high schools to MVROP is available.,,74217,English,,,
https://fremontusd.com/catalog-images/health.png,"This course will cover basic knowledge about nutrition and wellness such as basic concepts of nutrition, the digestive and metabolic processes, nutrient requirements, dietary guidelines, importance of physical fitness, community health issues, food managements, and careers in the field of nutrition and wellness.",5 credits/semester,Vista,Science,"10,11,12",n/a,Nutrition,None,,,75701,English,,,
https://fremontusd.com/catalog-images/science-earth.png,"Biology will begin with the roles of and differences between plant and animal cells, the functions of different organ systems, also cover cell division and the role of DNA and chromosomes in passing traits from parents to offspring.The first unit focuses on the classification, characteristics and biological processes of living organisms. Studnets will aslo study evolutionary mechanisms and the impact of environmental factors on species over time, the conservation of energy as it relates to living things and different ecosystems, andhow different ecosystems are interdependent.",10 credits/year,Vista,Science,"10,11,12",d,Biology,None,,,85142,English,,,
https://fremontusd.com/catalog-images/science-lab.png,"Prerequisite: Successful completion of Algebra 1 with at least a grade of C or higher and Living Earth with a grade of C or higher. This course is aligned to the California Science Framework using the Next Generation Science Standards, which will prepare students to successfully pass the state science assessment and is eligible for UC/CSU credit. This course is a college preparatory lab course, which focuses on the study of inorganic chemistry: composition and structure, chemical reactions, and quantitative analysis. Trough collaborative lab activities, the course will also focus on: material science, the formation of the first elements, Earth’s atmosphere, and movement of energy through Earth’s systems and ways humans may control these movements. Students will also address the crosscutting concepts and engage in the science and engineering practices of NGSS.",10 credits/year,Vista,Science,"11,12",d,Chemistry,C or higher in Living Earth and Algebra 1.,,,31110,English,,,
https://fremontusd.com/catalog-images/science-earth.png,"Students will learn about the importance of environmental science as an interdisciplinary field. They will learn the importance of biodiversity for the survival of organisms, the importance of the food chain and the food web in the ecosystem, ecological interactions and succession. Students will explore the effects of climate change and different types of adaptation. Further, they will learn the steps of the water cycle, and how carbon, oxygen, nitrogen, and phosphorous cycle in the global environment.will learn about the factors that affect populations. Students will also lean about human population growth and its implications, the factors that lead to unequal distribution of natural resources on Earth, and waste management. Additionally, they will explore different forms of pollution, ways to control pollution, various nonrenewable/renewable energy sources, and the benefits of environmental policies and identify factors that affect sustainable development.",10 credits/year,Vista,Science,"11,12",g,Environmental Science,None,,,85145,English,,,
https://fremontusd.com/catalog-images/science-earth.png,This is an Ohlone College course offered on-site. This course is the first semester of calculus-based introductory college physics for scientists and engineers that provides a strong foundation in Newtonian classical mechanics.,5 credits/semester,MSJHS,Science,12,n/a,Classical Mechanics,A score of 3 or higher in AP Calculus BC and concurrent enrollment in Multivariable Calculus,"Preference is given to seniors. If the course is impacted, then preference is based on performance in AP Calculus BC exam. Dual enrollment: Ohlone Course PHYS-140 Mechanics",,,English,,,
https://fremontusd.com/catalog-images/science-earth.png,This is an Ohlone College course offered on-site. This course is the second semester of calculus-based introductory college physics for scientists and engineers that provides a strong foundation in electricity and magnetism,5 credits/semester,MSJHS,Science,12,n/a,Electricity and Magnetism,Completion of Multivariable Calculus with a C or higher and concurrent enrollment in Linear Algebra,"Preference is given to seniors. If the course is impacted, then preference is based on performance in AP Calculus BC exam. Dual enrollment: Ohlone Course PHYS-141 Electricity and Magnetism",,,English,,,
,,,,,,,,,,,,,,,
https://fremontusd.com/catalog-images/social-science-world.png,"Big History is an interdisciplinary course that explores the history of the universe from the beginning of time, starting with the Big Bang to current human events. This course uses other disciplines, like Biology, Chemistry, Archaeology, Anthropology, among others, to explore and differentiate our universe’s history.",10 credits/year,KHS,Social Science,9,a,Big History,None,,,40910,English,,,
https://fremontusd.com/catalog-images/social-science-civics.png,"This course uses an inquiry- based model to assist students in developing the necessary skills for success in their career, college, and civic life. Included in the curriculum will be various aspects of media literacy, service-learning, and proactive citizenship.",5 credits/semester,"AHS,MSJHS",Social Science,"9,10,11,12",a,Civics,None,,,40921,English,,,
https://fremontusd.com/catalog-images/social-science-world.png,"Geography/Reference Skills will emphasize the physical and cultural geographies of various parts of the world to better understand current environmental and political issues. The class emphasizes students’ use of critical thinking skills, examining regional histories and their impact on modern societal challenges, and evaluating the effectiveness of various solutions to those problems. Hands-on computer experience encompasses in their projects will include word processing, spreadsheet construction, computer graphics, Internet searching skills, and PowerPoint. This course is strongly recommended for students planning AP studies in Social Science. This class meets the computer literacy graduation requirement.",5 credits/semester,"AHS,WHS",Social Science,9,n/a,Geography/Reference Skills,None,This course is strongly recommended for students planning AP studies in Social Science. ,,40920,English,,,
https://fremontusd.com/catalog-images/social-science-world.png,"The focus of this course is the chronological progression of events in world history. Students will develop a global view of the relationship between today’s cultures and those of the past, as well as an awareness of cultural similarities, differences, and achievements. Content will also include the geographical location and influence of classical civilizations, Europe, Asia, Africa, and the Americas.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Social Science,10,a,World History,None,,,41000,English,,,
https://fremontusd.com/catalog-images/social-science-world.png,"World History is the study of social, cultural, political and technological change. The units of study presented in this course are: The Rise of Democracy, Industrial Revolution, Imperialism, World War I, Totalitarianism, Holocaust, World War II, and Unresolved Problems of the Modern World. Students will write a research paper, and read novels such as “All Quiet on the Western Front.” Writing skills will be developed through essay writing and short reports. Group projects and presentations will be done throughout the year. Geography skills and interpretations of graphs and charts will be emphasized throughout the year.",10 credits/year,"IHS,KHS",Social Science,10,a,World History Honors,Honors class prerequisites.,,,41010,English,,,
https://fremontusd.com/catalog-images/social-science-world.png,"The AP World History course is designed to follow the course outline as described by College Board. The purpose is to provide students with a broader understanding of the process and results of greater global contacts and interactions across continents and time periods. Students will acquire factual knowledge as well as further developing the skills of analysis and evaluation of the cultural, institutional and technological changes within and between political borders.",10 credits/year,MSJHS,Social Science,"11,12",a,AP World History,None,"FUSD elective credit only.  Advanced Placement (AP) classes are college level classes. 

 

",,41410,English,,,
https://fremontusd.com/catalog-images/social-science-europe.png,"This is a rigorous course designed for the student with ability and intense interest in the advanced study of European History. Students will work with primary documents and use a college-level text. Sophomores who opt to take this course will also fulfill their World History graduation requirement. Upper classmen may take this course for elective credit. The course begins with a study of the Black Death and continues to the fall of Communism. The course of study will follow the College Board curriculum in order to prepare for the AP test in May. There will also be post-test, standards-based curriculum from the California State Framework focusing on a more global view of today’s cultures.",10 credits/year,"AHS,WHS",Social Science,10,a,AP European History,,Advanced Placement (AP) classes are college level classes.,,41050,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,"This course will examine the chronological growth and change of the United States regarding social eras, political developments, economic policies, and foreign relations. The California Framework units include a review of US History in the 19thCentury after the Civil War, The Progressive Era, World War I, Roaring 20’s, the Depression years, New Deal, World War II, The Cold War, Civil Rights Movement, Vietnam, the 80’s and post-Cold War. Students will continue to develop research skills, data analysis, written and oral communication, and service learning related to citizenship. Individual and cooperative group work will be assigned.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Social Science,11,a,U. S. History,None,,,41100,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,This is a rigorous course designed for the student with high ability and interest in the advanced study of history. Students will work with primary documents and will write a variety of papers and essay examinations. Course prepares students for the US History Advanced Placement Exam.,10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",Social Science,11,a,AP U. S. History,None,Advanced Placement (AP) classes are college level classes.,,41120,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,"Economics is an introduction to macroeconomics and microeconomics, consumerism and comparative economic systems. Graphing skills as well as the ability to read charts and statistical information are used to complete assignments. Assessment of student work in Government and Economics is heavily dependent on cooperative learning skills, as many units of study require completion of group projects and service learning. ",5 credits/semester,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Social Science,12,g,Economics,None,,,41300,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,"Economics is an introduction to macroeconomics and microeconomics, consumerism and comparative economic systems. Graphing skills as well as the ability to read charts and statistical information are used to complete assignments. Assessment of student work in Government and Economics is heavily dependent on cooperative learning skills, as many units of study require completion of group projects and service learning. ",10 credits/year,OCC,Social Science,12,g,Economics,None,,,41300,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,"Government is a study of the structure of the United States government, the role of the citizen in a democratic republic, the significance of political parties and lobby groups, and the differences between the national government and the state’s and the state and local governments’ powers. Students are required to complete text reading including the Federalist Papers 10, 51 and 78 (as per the California Framework).",5 credits/semester,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Social Science,12,a,American Government,None,,,41200,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,"Government is a study of the structure of the United States government, the role of the citizen in a democratic republic, the significance of political parties and lobby groups, and the differences between the national government and the state’s and the state and local governments’ powers. Students are required to complete text reading including the Federalist Papers 10, 51 and 78 (as per the California Framework).",10 credits/year,OCC,Social Science,12,a,American Government,None,,,41200,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,"This course is designed for honors students as an in-depth study of macroeconomics, microeconomics, consumerism and comparative economic systems. Primary source documents will be read to increase the understanding of the democratic process and of the workings of the economic system. Strong writing and discussion skills are needed as are the ability to read charts and statistical information; students will be engaged in group projects and service learning. ",5 credits/semester,IHS,Social Science,12,a,Economics Honors  ,None,,,41310,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,This course is designed for high achieving students seeking preparation for the Macro Economics Advanced Placement Exam. This course will examine in greater depth the curriculum investigated in the college prep Economics course. Primary source documents will be read to increase understanding of the workings of the economic system. Strong writing and discussion skills recommended.,5 credits/semester,"AHS,KHS,WHS",Social Science,12,g,AP Economics,None,Advanced Placement (AP) classes are college level classes.,,41320,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,This course is designed for high achieving students seeking preparation for the Advanced Placement Exam. This course will examine in greater depth the curriculum investigated in the college prep American Government course. Primary source documents will be read to increase understanding of the democratic process. Strong writing and discussion skills recommended.,5 credits/semester,"AHS,IHS,KHS,WHS",Social Science,12,a,AP American Government,None,Advanced Placement (AP) classes are college level classes.,,41220,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,The course completes several hands-on projects based on the major themes of the California Framework; individual writing assignments are also required. Comparative economic systems are debated and Socratic dialogues are expected to be led by students.,5 credits/semester,IHS,Social Science,12,g,Economics Honors (We the People),Recommendation by Interview/Audition before a panel of current students and teacher.,"Service learning assignments are completed, as are components of QUEST.  Advanced Placement (AP) classes are college level classes",,41330,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,"This course follows the “We the People, the Citizen and the Constitution” curriculum. Students in this course must be able to master public speaking skills and work cooperatively. The class takes part in the National Senate Hearing competition. Extensive research must be completed as well as persuasive thesis papers. ",5 credits/semester,IHS,Social Science,12,a,AP American Government (We the People),Recommendation by Interview/Audition before a panel of current students and teacher,"Cooperative groups must commit to meeting a minimum of 90 minutes a week outside of class. Service learning assignments are completed, as are components of QUEST.  Advanced Placement (AP) classes are college level classes",,41230,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,"This two-hour course combines the curriculum of American History with American Literature. Students will study and explore American History using specific pieces of literature and primary sources tied to key historical events, movements, trends, and individuals. The confluence of numerous cultures, as shown through the California State Framework, will factor into this one-year course as will the study of writing, and literature comprehension. Units of study are often thematic, rather than chronological, and will regularly require cooperative group work outside of class. An honors option is available in this program. Students taking the honors option must accept the challenge for both history and literature as this is an integrated course. ",10 credits/year,"IHS,WHS",Social Science,11,a,American Studies History,None,,,41101,English,,,
https://fremontusd.com/catalog-images/social-science-civics.png,"This course combines the required elements of Government, Economics, and English 12 in a format that uses literature and primary source readings from the social sciences and the arts to examine major themes of civilization. Components of philosophy and art history are included. An interest in writing, reading, discussion, and creative thinking are essential qualities for students who choose this program. ",5 credits/semester,IHS,Social Science,12,a,Humanities Government,None,,,41226,English,,,
https://fremontusd.com/catalog-images/social-science-justice.png,"This course combines the required elements of Government, Economics, and English 12 in a format that uses literature and primary source readings from the social sciences and the arts to examine major themes of civilization. Components of philosophy and art history are included. An interest in writing, reading, discussion, and creative thinking are essential qualities for students who choose this program. ",5 credits/semester,IHS,Social Science,12,a,Humanities Economics,"C or higher in American Studies, U.S. History/English 11 or AP US History/Honors/AP English 11 is strongly recommended, and an interview with the Humanities teachers.",,,41227,English,,,
https://fremontusd.com/catalog-images/social-science-ca.png,"This course traces the history of California from the pre-Spanish Indian past to the present. Specific focus will be upon the geographic, economic, social, intellectual, and political development of California from Spanish colonial times to the present, including the Mexican period, Gold Rush, the railroad era, Great Depression, World War II, the 1960’s, and the high-tech era. The course will also include a unit on the History of Fremont, field trips to local historical sites, and a research paper.",10 credits/year,AHS,Social Science,"11,12",g,California History,None,,,41420,English,,,
https://fremontusd.com/catalog-images/social-science-world.png,"The class will help students see women’s past and current role in the country and in the world with a deeper understanding of their significance. Units include an overview of women’s coalitions, violence against women, international women’s issues, women and the media, body image, and a research project on a subject of personal choice. Through these topics students will be empowered with tools of political activism and self-advocacy as they question existing social and political structures. All students will have the opportunity to enhance their understanding of themselves and the world by studying inspirational examples of powerful women.",10 credits/year,"AHS,MSJHS,Vista",Social Science,"11,12",g,Women's Studies,None,,,41425,English,,,
https://fremontusd.com/catalog-images/social-science-world.png,"This course is a two-semester course that examines cultural constructs including politics, religion, language, race, agriculture, region and place. Students will be prepared to take the AP Human Geography test in the spring. ",10 credits/year,MSJHS,Social Science,"11,12",g,AP Human Geography,None,Advanced Placement (AP) classes are college level classes.,,41430,English,,,
https://fremontusd.com/catalog-images/social-science-justice.png,"This course is designed to help students understand and analyze the fundamental principles, historical interpretations, and effects of various cultures on present day society. Students will research and discuss such questions as: How has globalization caused our community, and society, in general, to evolve from Native American to contemporary European society to one that is ethnically diverse? How do students’ own individual identities fit into the community? Students will explore these various ethnic groups through poetry, music, literature, plays, food, films, folktales, writing, and events in the community.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,WHS",Social Science,"11,12",g,Ethnic Studies,None,5 unit course at Robertson,,41450,English,,,
https://fremontusd.com/catalog-images/social-science-psychology.png,"The American Psychological Association defines Psychology as “the study of the mind and behavior. Thee discipline embraces all aspects of the human experience-from the functions of the brain to the actions of nations, from child development to care for the aged…In every conceivable setting…’the understanding of behavior’ is the enterprise of psychologists.” This course is a general introduction of Psychology and should be rigorous and relevant with instruction that integrates thinking skills, historical processes, and content so that students are able to apply their learning to their own lives.",10 credits/year,"AHS,IHS,MSJHS,Vista,WHS",Social Science,"11,12",g,Psychology,None,JFKHS: Dual enrollment with Ohlone College,,41460,English,,,
https://fremontusd.com/catalog-images/social-science-psychology.png,"The AP Psychology course is designed to introduce students to the systematic and scientific study of the behavior and mental processes of human beings and other animals. Students are exposed to the psychological facts, principles, and phenomena associated with each of the major sub-fields within psychology. They also learn about the ethics and methods psychologists use in their science and practice.",10 credits/year,"AHS,IHS,MSJHS,WHS",Social Science,"11,12",g,AP Psychology,None,Advanced Placement (AP) classes are college level classes.,,41461,English,,,
https://fremontusd.com/catalog-images/social-science-psychology.png,"This is an elective course that introduces the field and its methodology. It is a survey class that involves learning about relationships between individuals and the society in which one lives. Students will be introduced to the tools and vocabulary of sociology as well as learning about structure, function and patterns of behavior in various societies, cultural traits, adaptation, socialization, values and norms, problems of adolescence, adulthood and work, social stratification, family problems, population and ecology.",10 credits/year,"AHS,Vista,WHS",Social Science,"11,12",g,Sociology,None,JFKHS: Dual enrollment with Ohlone College,,41465,English,,,
https://fremontusd.com/catalog-images/social-science-usa.png,"African American History is an elective course that examines the history and culture of African and the African-American experience in an interdisciplinary format. The course includes an analysis of the unique historical, cultural, and social developments and experiences from the Middle Passage to the present day and addresses the literary and artistic contributions of African-American culture. Critical thinking, reading, writing and oral presentation skills are emphasized. The class is designed to have students see historical events which shaped the history of African Americans and create their own perspectives of these events through individual stories, analysis and cooperative discussions.",10 credits/year,KHS,Social Science,,a,African American History,None,,,41471,English,,,
https://fremontusd.com/catalog-images/social-science-justice.png,"This course deals with the rights, duties, and responsibilities of American citizens under the law. It is a survey course in American law, emphasizing criminal, civil, consumer, and family law and dealing with basic legal facts and concepts. Emphasis will be placed on the Rights of youth in American society. Whenever possible, the course will include active participation in the legal process.",10 credits/year,"AHS,OCC",Social Science,12,n/a,You and the Law,None,,,41475,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,"Apply leadership skills to practical settings, group interaction and committee work. This course is recommended for class officers and ASB officers. Repeatable for credits. ",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Social Science,"9,10,11,12",n/a,Leadership 1,None,Application process.Significant extra time can be expected ,,75025,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,"This course instructs students in leadership knowledge and skills needed to conduct student body business, such as problem-solving techniques, organizational methods, and parliamentary procedures. Instruction includes the study of human relations, group dynamics, public relations, and public speaking. Upon completion, students will be better able to function effectively in leadership roles. This is a required course for all elected associated student body officers, appointed council associates and all elected class officers. It is at the discretion of the school if Freshman officers are required to take the course. ",10 credits/year,"AHS,KHS,MSJHS,WHS",Social Science,"9,10,11,12",g,Leadership 2,Application process includes an interview.,"This leadership course will require students to attend mandatory events before the start of the school year, after school and on weekends. Repeatable for credit.",,75026,English,,,
https://fremontusd.com/catalog-images/social-science-psychology.png,"The Peer Resource course is a peer assistance program offering students the opportunity to work as trained peer facilitators with other students. Participants will be trained in a variety of helping skills which will enable them to assist other students in having a more positive and productive school experience. Positive peer influence will be utilized as a strategy for addressing such issues as low achievement, dropout prevention, substance abuse prevention, suicide, absenteeism, negative attitudes about school, behavior problems, and other issues of concern in the school.",10 credits/year,"AHS,KHS,MSJHS,RHS,WHS",Social Science,"10,11,12",n/a,Peer Resources 1,Approval Process,,,75027,English,,,
https://fremontusd.com/catalog-images/social-science-psychology.png,"In this Advanced Peer Resource Class, students will obtain advanced skills in communication, facilitation and leadership. Students will gain skills regarding such issues as: substance abuse, violence prevention, suicide prevention and other topics as needed. All students will be responsible in planning, organizing, and implementing programs that will provide a service to the school and/or community. Students in this course will also take an active role in assisting with the training and project implementation for Peer Resources 1.",10 credits/year,"KHS,MSJHS,WHS",Social Science,"11,12",n/a,Peer Resources 2,"Satisfactory completion of Peer Resources 1, approval process",,,75028,English,,,
https://fremontusd.com/catalog-images/arts-vis.png,"This elective course will allow students to broaden their understanding of film and video production in relationship to significant social movements from the early 20th century to the present. Film will be watched, studied, discussed, and created through an international, historical lens. During these activities, students will consider questions such as: Why do we watch movies? How, when, where, and why did cinema develop? How have moving images been used as propaganda for or against war and revolution? Students will analyze history in film by studying techniques and philosophies of directors, genres, and creative movements in the United States and around the world. Students will read about movies and consider significant cinematic and historical issues through class discussions and written reflections. Students will have an opportunity to create their own films each semester of this year-long course to demonstrate their understanding of cinematic techniques as well as to spotlight their personal connections to film through this unique medium of historical documentation.",10 credits/year,"MSJHS,RHS,Vista",Social Science,"11,12",g,History in Film,None,,,75046,English,,,
https://fremontusd.com/catalog-images/social-science-world.png,"This survey course in business provides a multidisciplinary examination of how culture, society, economic systems, legal, international, political, financial institutions, and human behavior interact to affect a business organization's policy and practices within the United States and within a global society. This course demonstrates how these influences impact the primary areas of business, including organizational structure and design; leadership, human resource management, organized labor practices; marketing; organizational communication; technology; entrepreneurship; legal, accounting, financial practices; the stock and securities market; and therefore affect a business's ability to achieve its organizational goals.",10 credits/year,KHS,Social Science,"11,12",g,Introduction to Business,None,JFKHS: Dual enrollment with Ohlone College,,76163,English,,,
https://fremontusd.com/catalog-images/social-science-present.png,"The class will help students see women’s past and current role in the country and in the world with a deeper understanding of their significance. Units include an overview of women’s coalitions, violence against women, international women’s issues, women and the media, body image, and a research project on a subject of personal choice. Through these topics students will be empowered with tools of political activism and self-advocacy as they question existing social and political structures. All students will have the opportunity to enhance their understanding of themselves and the world by studying inspirational examples of powerful women.",5 credits/semester,Vista,Social Science,"11,12",,Women's Studies,None,,,85193,English,,,
,,,,,,,,,,,,,,,
https://fremontusd.com/catalog-images/elective.png,"Ganas (Gaining Attitude and Accountability Necessary for Academic Success) is a course designed to help a willing student learn how to implement 7 highly effective habits into their daily life in order to become a successful individual. This is achieved through a variety of classroom methods including: meditation, growth mindset, affirmations, the 7 habits of highly effective teens, grade checks, physical workouts, and team building activities. The course motto is: ""Together We Rise"" which is symbolized by the Phoenix!",10 credits/year,KHS,Elective,"9,10,11,12",n/a,Ganas,None,,,75045,English,,,
https://fremontusd.com/catalog-images/cc-ohlone.png,"This course is an interdisciplinary college prep class designed to promote the values and beliefs needed to build and sustain a free and democratic society. Students will study the historical development and lessons surrounding collective violence and racism, making the connection between history and moral choices confronted in their own lives. Units of study center on literature, art and film. ",10 credits/year,OCC,Elective,"11,12",g,"Literature, Justice and Society",Completion of English with a C or better.,,,11260,English,,,
https://fremontusd.com/catalog-images/elective-check.png,This course is designed to assist students in grade 9 with an Individual Education Plan (IEP) to support both academic and transition goals based on a student’s Individual Education Plan (IEP). Student will work on building academic and study skills necessary for success in their classes. Student may receive support with additional services as stated in their IEPs. This course is repeatable for elective credit. CORE support is available to students who receive special education services and enrollment is determined by an IEP team recommendation.,10 credits/year,"AHS,IHS,KHS,MSJHS,Vista,WHS",Elective,9,n/a,Core Support 9,Current Individual Education Plan (IEP),,,80754,English,,,
https://fremontusd.com/catalog-images/elective-check.png,This course is designed to assist students in grade 10 with an Individual Education Plan (IEP) to support both academic and transition goals based on a student’s Individual Education Plan (IEP). Student will work on building academic and study skills necessary for success in their classes. Student may receive support with additional services as stated in their IEPs. This course is repeatable for elective credit. CORE support is available to students who receive special education services and enrollment is determined by an IEP team recommendation.,10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Elective,10,n/a,Core Support 10,Current Individual Education Plan (IEP),,,80755,English,,,
https://fremontusd.com/catalog-images/elective-check.png,This course is designed to assist students in grade 11 with an Individual Education Plan (IEP) to support both academic and transition goals based on a student’s Individual Education Plan (IEP). Student will work on building academic and study skills necessary for success in their classes. Student may receive support with additional services as stated in their IEPs. This course is repeatable for elective credit. CORE support is available to students who receive special education services and enrollment is determined by an IEP team recommendation.,10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Elective,11,n/a,Core Support 11,Current Individual Education Plan (IEP),,,80756,English,,,
https://fremontusd.com/catalog-images/elective-check.png,This course is designed to assist students in grade 12 with an Individual Education Plan (IEP) to support both academic and transition goals based on a student’s Individual Education Plan (IEP). Student will work on building academic and study skills necessary for success in their classes. Student may receive support with additional services as stated in their IEPs. This course is repeatable for elective credit. CORE support is available to students who receive special education services and enrollment is determined by an IEP team recommendation.,10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Elective,12,n/a,Core Support 12,Current Individual Education Plan (IEP),,,80757,English,,,
https://fremontusd.com/catalog-images/elective.png,"Strong skills in communication, filing, and computer literacy are critical. Responsibilities may include: answer the telephone, take messages, and interact with parents and staff. Students shall complete a standard district-wide application form to apply for the assistant position that will include a contract agreement that outlines job expectations. Student assistants will be assigned to certificated personnel. ",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Elective,"11,12",n/a,TA Office,Staff recommendation. Parent approval required.,Students earn a Pass/Fail mark in this class. Repeatable for credit.,,75050,English,,,
https://fremontusd.com/catalog-images/elective-sun.png,"Students work as an assistant to the teacher and responsibilities may include: performing clerical tasks, assisting students with assignments and resources, leading small groups, making presentations to students, and preparing equipment/materials for class. Students shall complete a standard district-wide application form to apply for the assistant position that will include a contract agreement that outlines job expectations. Teaching Assistants will be assigned to certificated personnel only in any subject area.",10 credits/year,"AHS,IHS,KHS,MSJHS,RHS,Vista,WHS",Elective,"11,12",n/a,TA Class,Staff recommendation. Parent approval required.,Students earn a letter grade. Repeatable for credit. ,,75051,English,,,
,,,,,,,,,,,,,,,
https://fremontusd.com/catalog-images/world-lang.png,"Using the four language skills of listening, speaking, reading, and writing, students will communicate about daily life, everyday activities, hobbies, school, entertainment, weather, time, sports, family, and friends. Students will progress from using memorized language to creating original conversational and written exchanges. Language learned will reflect the customs, attitudes, values and characteristics of the country.",10 credits/year,"AHS,IHS,KHS,MSJHS,Vista,WHS",World Language,"9,10,11,12",e,Spanish 1,None,,,50100,English,,,
https://fremontusd.com/catalog-images/world-lang.png,"This course will build upon the foundation in listening, speaking, reading, and writing acquired in the Level 1 language course. Students will acquire additional skills in expressing personal and biographical information and in giving detailed information about activities, hobbies, family, and friends. Students will acquire sufficient cultural awareness to be comfortable in typical exchanges with native speakers. ",10 credits/year,"AHS,IHS,KHS,MSJHS,Vista,WHS",World Language,"9,10,11,12",e,Spanish 2,"From Grade 8: B- or higher in Spanish 1, from Grade 9, 10, 11 or 12, C or higher in Spanish  1.",,,50110,English,,,
https://fremontusd.com/catalog-images/world-lang.png,"Building upon skills acquired in the Level 2 language course, students will learn additional vocabulary and structures to allow them to increase written and spoken self-expression. They will be able to participate in a conversation with native speakers and handle situations even when a complication occurs. An appreciation of diverse cultures is enhanced through readings and discussions in the foreign language. Some schools offer level 3 classes as concurrent Ohlone courses.",10 credits/year,"AHS,IHS,KHS,MSJHS,Vista,WHS",World Language,"9,10,11,12",e,Spanish 3,"From Grade 8: B- or higher in Spanish 2, from Grade 9, 10, 11 or 12, C or higher in Spanish  2.",Dual enrollment with Ohlone College,,50120,English,,,
https://fremontusd.com/catalog-images/world-lang.png,"This course builds upon the skills acquired in the Level 3 language course, enhancing the students' abilities to express and defend opinions and to describe or narrate, conversationally or in writing, the events of their lives. A variety of literary selections form the basis for discussion and appreciation of (language) culture and civilization. s.",10 credits/year,"IHS,MSJHS",World Language,"9,10,11,12",e,Spanish 4,"From Grade 8: B- or higher in Spanish 3, from Grade 9, 10, 11 or 12, C or higher in Spanish  3.",Some schools offer Level 4 classes as concurrent Ohlone course,,50130,English,,,
https://fremontusd.com/catalog-images/world-lang.png,"This course builds upon the skills acquired in the Level 3 language course, enhancing the students' abilities to express and defend opinions and to describe or narrate, conversationally or in writing, the events of their lives. A variety of literary selections form the basis for discussion and appreciation of (language) culture and civilization.  More homework is required in this AP course.",10 credits/year,"AHS,IHS,KHS,MSJHS,WHS",World Language,"10,11,12",e,AP Spanish Language and Culture,C or higher in Spanish 3 or teacher approval. IHS: C or higher in Spanish 4,Advanced Placement (AP) classes are college level classes.,,50140,English,,,
https://fremontusd.com/catalog-images/world-lang.png,"This course improves skills acquired in preceding levels and focuses on the study of literature and language structure, and preparation for the AP test. More homework is required in this AP course.",10 credits/year,AHS,World Language,"10,11,12",e,AP Spanish Literature and Culture,C or higher in AP Spanish Lang.or teacher approval,Advanced Placement (AP) classes are college level classes.,,50150,English,,,
